delta_id;time_start;time_end;table_name
1002;2022-07-22 21:26:09.793137;2022-07-22 21:26:18.682016;md_account_d
1003;2022-07-22 21:26:28.221873;2022-07-22 21:26:37.797937;md_account_d
1001;2022-07-22 21:25:47.190339;2022-07-22 21:26:00.645218;md_account_d
1004;2022-07-22 21:26:44.559386;2022-07-22 21:26:53.416664;md_account_d
1005;2022-07-22 21:30:29.661859;2022-07-22 21:30:57.49136;md_account_d
1000;null;null;md_account_d
